additional_info,amenities,check_in_date,check_out_date,city,country,crawl_date,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,latitude,longitude,occupancy,pageurl,property_address,property_id,property_name,property_type,qts,query_time_stamp,room_price,room_types,search_term,service_value,similar_hotel,sitename,things_to_do,things_to_note,uniq_id,has_elevator,has_security,diaspora_score
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Elevator|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? An extremely affordable hotel for the average tourist, Sarweshwary Residency Lodge promises a comfortable stay with 28 well-maintained rooms, prompt room service, and a good restaurant. This hotel also offers free Wi-Fi and parking and allows pets. It is located 10 km from Varanasi Junction Railway Station and 30 km from Lal Bahadur Shastri International Airport.Why should you stay here? Sarweshwary Residency Lodge is located within walking distance from the ghats and hence is ideal for those on a visit to the holy Ganges.",,,,,,,25.2788906,83.004837,2 Adults 2 Kids,https://www.stayzilla.com/stays/sarweshwary-hotel-32968?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Nagwa Lanka, Varanasi",32968,Sarweshwary Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Sita Guest House|Zostel Varanasi|Om Sai Guest House|Scindhia Guest House,www.stayzilla.com,,"All taxes.|Complimentary Breakfast will be provided only for A/c Rooms.|Complimentary Wi-Fi|Kindly Note:-|This tariff is not applicable for long weekends, government holidays and festival period.|Pickup & drop will be available on chargeable basis.",01e3fd2b43d56fbeec4098a58c6bf500,1,0,1
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,What should you know?00 pm. The hotel is 15 km from Varanasi Babatpur airport.Why should you stay here? The hotel is ideal for visitors to the city who are looking for good accommodation at reasonable tariffs.,,,10.0,http://stay-imgs.stayzilla.com/resize/1200x800/47538/471722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/290234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/290236.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/290238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/290240.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/290242.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/290244.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/471716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/471718.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47538/471720.jpg,,,25.2885647,83.0059128,1 Adult 1 Kid,https://www.stayzilla.com/stays/anami-lodge-47538?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Dumraon Colony, Varanasi",47538,Anami Lodge,Lodge,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Single Non-A/C Rooms,,Not Verified,Moms Care Paying Guest House|Sun Rise Lodge|Shree Hare Rama Hare Krishna Guest House|Mohit Paying Guest House,www.stayzilla.com,,All Taxes.|Complimentary Tea.,e100c5ea633db3f17e67a655a47a40f3,0,0,0
Acceptance Rate:100 percent|Response Time:19 hours,WiFi|Free Breakfast|Newspaper,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"This establishment is situated in Bangali Tola. There are 10 rooms in this guest house that come with a range of amenities like air-cooling, attached bathroom, dressing mirror, and a telephone",,,7.0,http://stay-imgs.stayzilla.com/resize/1200x800/107228/959596.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/107228/855322.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/107228/959586.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/107228/959588.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/107228/959590.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/107228/959592.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/107228/959594.jpg,,,25.3062057,83.0079346,1 Adult 0 Kid,https://www.stayzilla.com/stays/manaka-guest-house-107228?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",107228,Manaka Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Single Non AC,,Verified,Urvashi Guest House|Aniket Paying Guest House|Aashiyana Guest House|Babu Guest House,www.stayzilla.com,,All taxes.|Complimentary Breakfast.,3501149cd41271464243a059497a12fb,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Situated in the heart of Varanasi, Hotel Elena offers 19 well-appointed rooms having various amenities such as attached bathrooms, tea/coffee maker, internet access, and a television. Apart from this, the hotel has a business centre, travel desk, doctor on call, and 24-hour room service. It also provides railway station and airport transfers. It is around 21.6 km from Varanasi Airport and the railway station is a short ride away. Various attractions such Astronomical Observatory, and International Yoga Clinic & Meditation Centre are close to the airport. Why should you stay here? Hotel Elena gives you a beautiful vantage point while visiting this holy place. Guests can explore many religious sites and temples along the banks of river Ganga.",,,12.0,http://stay-imgs.stayzilla.com/resize/1200x800/48896/297564.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297510.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297526.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297528.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297538.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297540.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297542.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297548.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297550.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297558.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297560.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48896/297562.jpg,,,25.3051281,83.0094452,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-elena-48896?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",48896,Hotel Elena,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Back Side Non AC Room,,Not Verified,Hotel Shiv Ganga|The Hotel Swastik Inn|Baba Guest House|Hotel Pragya International,www.stayzilla.com,,All taxes.|Complimentary WiFi.|Complimentary Breakfast.,f1e89201379f56f56d268d865dbf993b,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|Card Payment,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Raj Paying Guest House is centrally located in Varanasi. The rooms have amenities like attached bathrooms with shower, bottled water, refrigerator, and ceiling fan. The amenities offered in the hotel include room service, smoking area, car park, travel desk, airport transfer, and meeting facilities. Kashi Vishwanath Temple is just 0.8 km away, Ganges river is 5 km away, and Benaras Hindu University is 1.3 km away. The Varanasi Junction Railway Station is around 11 km away, and the airport is 24 km away.Why should you stay here?The hotel is an excellent option for business and leisure travelers visiting Varanasi.",,,46.0,http://stay-imgs.stayzilla.com/resize/1200x800/33656/1025418.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/161936.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/161938.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997896.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997898.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997900.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997902.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997904.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997906.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997908.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997910.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997912.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997914.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997916.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997918.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997920.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997922.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997924.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997926.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997928.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997930.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997932.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997934.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997936.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997938.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997940.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997942.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997944.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997946.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997948.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997950.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997952.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997954.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997956.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997958.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997960.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997962.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997964.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997966.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997968.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997970.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997972.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997974.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/997976.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/1025414.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33656/1025416.jpg,,,25.2991199,83.0051727,2 Adults 2 Kids,https://www.stayzilla.com/stays/raj-guest-house-33656?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Madanpura, Varanasi",33656,Raj Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Shiv Ganga Guest House|Rudra Guest House|Golden Lodge|Rameshwaram,www.stayzilla.com,,All taxes.,ae976639da9e217d377e8671f2517d31,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,Good Location,,,35.0,http://stay-imgs.stayzilla.com/resize/1200x800/108864/880520.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985130.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880522.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880524.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880526.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985100.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985102.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985104.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985106.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985108.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985110.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985112.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985114.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985116.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985118.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985120.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985122.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985124.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985126.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985128.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985132.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985134.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985136.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985138.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985140.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985142.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985144.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985146.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985148.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985150.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/985152.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880512.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880514.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880516.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108864/880518.jpg,,,25.2832584,82.9808502,2 Adults 0 Kid,https://www.stayzilla.com/stays/gulfishan-homestay-108864?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sunderpur, Varanasi",108864,Gulfishan Homestay,Homestay,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double A/c,,Verified,Anubhav Homestay|Prem Homestay|Amita Homestay|Varuna Holiday House,www.stayzilla.com,,,2215a27c1b9f5762560ad5a76875e6bd,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,,,,2.0,http://stay-imgs.stayzilla.com/resize/1200x800/47556/344480.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47556/344476.jpg,,,25.3042393,83.0074844,1 Adult 2 Kids,https://www.stayzilla.com/stays/geeta-paying-guest-house-47556?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",47556,Geeta Paying Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Single Non AC Without Bathroom,,Not Verified,,www.stayzilla.com,,All taxes.|Kindly Notes:|Hotel doesnt have Restaurant in the Premises.,68e793498defd5ff9ba552d4e7d230c8,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,,,,12.0,http://stay-imgs.stayzilla.com/resize/1200x800/47608/450238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450220.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450214.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450216.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450218.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450222.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450226.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450228.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450230.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450232.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47608/450236.jpg,,,25.2974281,83.0074081,1 Adult 2 Kids,https://www.stayzilla.com/stays/juna-akhara-47608?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",47608,Juna Akhara,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,9 Bedded Dormitory Non AC per Be,,Not Verified,Tripathi Paying Guest House|Prakash Guest House|Hotel Sunrise|Mangla Guest House,www.stayzilla.com,,All taxes.|Kindly Note:|Hotel doest have restaurant in the premises.|Food will be provided on order basis.,ea904347795280870a356ce4350593dd,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Situated on the banks of the Ganges River, Ganges Top Guest House offers plain and simple accommodations with attached bathrooms. The in-house restaurant provides Indian cuisine, and wireless internet access is also available at the property. There is a banquet area as well as a meeting room in the hotel premises. It assists with travel arrangements for guests, and provides safe deposit lockers and car rental facilities. Transportation services are available at the hotel. Room service, currency exchange, an onsite ATM, and an onsite shopping centre are the other facilities provided here. Cards are accepted for payment in addition to cash.Why should you stay here? Located close to the Ghats, Hotel Arti provides an economical stay and facilities for travellers to Varanasi.",,,5.0,http://stay-imgs.stayzilla.com/resize/1200x800/48794/297710.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48794/297698.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48794/297702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48794/297704.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48794/297706.jpg,,,25.2983551,83.0073471,2 Adults 2 Kids,https://www.stayzilla.com/stays/ganges-stop-guest-house-48794?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",48794,Ganges Stop Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Sankatha Guest House|Pavitni Guest House|Somit Paying Guest House|Luxmi Guest House,www.stayzilla.com,,"All taxes.|Complimentary Wi-Fi.|Kindly Note:|Hotel doesnt have restaurant in the premises.|This tariff is not applicable for long weekends, government holidays and festival period.",4b110b51d7e59f674bf634a41f44b5e0,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,Elevator|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Jyoti Hotel has 49 rooms in total and is equipped with basic amenities for a comfortable and peaceful stay. Some of the facilities available at this hotel include air-conditioned rooms, cable TV, laundry service, and 24 hours room service. There is a 24-hour check-in and check-out time. This is a budget hotel that is suitable for families, backpackers, and businessmen. It is just 2.5 km from the railway station and bus stand.Why should you stay here? Jyoti Hotel is located near various important tourist and commercial places of the town. It is 22 km from the airport.",,,14.0,http://stay-imgs.stayzilla.com/resize/1200x800/43354/456630.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456610.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456604.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456606.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456608.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456612.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456614.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456616.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456618.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456620.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456622.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456624.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456626.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43354/456628.jpg,,,25.3090763,83.0027695,2 Adults 2 Kids,https://www.stayzilla.com/stays/jyoti-hotel-43354?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ramapura Luxa, Varanasi",43354,Jyoti Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,2 Bedded Non AC Room,,Not Verified,Gautam Hotel|Shanti Palace|Hotel Kameshut|Hotel Ganesha,www.stayzilla.com,,All taxes.,115853e64211055b0f2fb5780fd2e9c8,1,0,1
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"Centrally located, just 2kms from the Varanasi Cantt railway station, & 2 kms from Manduadih station.facilities of a Hotel in a home , wifi, clean rooms, clean bathrooms , come & experiance , you will want to come again & again.",,,37.0,http://stay-imgs.stayzilla.com/resize/1200x800/105602/1041944.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994954.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994942.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994946.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994948.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994952.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994956.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994958.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994960.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994962.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994964.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994966.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994968.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994970.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994974.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994984.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994986.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994988.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994990.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994994.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994996.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/994998.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995000.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995002.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995004.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995006.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995010.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995012.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995016.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995018.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995020.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995024.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/995028.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/1022354.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/1022356.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/1041940.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/105602/1041942.jpg,,,25.311079,82.9864426,2 Adults 1 Kid,https://www.stayzilla.com/stays/anubhav-homestay-105602?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sigra, Varanasi",105602,Anubhav Homestay,Homestay,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,AC Double,,Verified,Prem Homestay|Amita Homestay|Gulfishan Homestay|Varuna Holiday House,www.stayzilla.com,,All taxes.,bddaf663c0f111706ae613cbce1559ff,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? The hotel situated is on Munsi Ghat and provides 12 spacious rooms for guest accommodation. To make the stay comfortable several amenities are provided like wifi, parking space, travel desk, front desk, room service, and doctor-on-call. Apart from that, guests are provided with complimentary breakfast. The in-house multi-cuisine restaurant offers a variety of dishes to guests. A fitness centre is present in the premises. Why should you stay here? The facility is well connected to important places like Dasaswamedh Ghat, Panchganga Ghat, Harischandra Ghat, and Ramnagar Fort, which makes it ideal for tourists.",,,9.0,http://stay-imgs.stayzilla.com/resize/1200x800/59956/449096.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449076.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449078.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449080.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449082.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449088.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449090.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449092.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/59956/449094.jpg,,,25.3057537,83.0087433,2 Adults 2 Kids,https://www.stayzilla.com/stays/ali-baba-guest-house-59956?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",59956,Ali Baba Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Somit Paying Guest House|Shiv Ganga Guest House|Narendra Guest House|Rudra Guest House,www.stayzilla.com,,All taxes.|Complimentary WiFi.|Kindly Note:|Hotel doesnt have restaurant in the premises.,da2db84d2c5ab7b45ff3060b39c8ed67,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? This hotel is situated in Harishchandra Ghat. It offers an array of facilities like a front desk, wi-fi access, doctor-on-call, laundry service, travel desk, boating, yoga, and free pickup from bus/railway station. There are 14 rooms in this facility that come with in-room amenities like air-conditioning, attached bathroom, hot and cold water, telephone, dressing mirror, and wardrobe. The property also houses an in-house multi-cuisine roof-top restaurant where guests can savour delectable cuisines.Why should you stay here? The facility provides comfortable accommodation and services along with nice dining option making it convenient for all type of guests. Here, tourists can explore the enchanting temples and serene ghats.",,,7.0,http://stay-imgs.stayzilla.com/resize/1200x800/69550/451426.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/69550/451396.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/69550/451398.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/69550/451400.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/69550/451406.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/69550/451416.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/69550/451422.jpg,,,25.2981033,83.0073013,2 Adults 2 Kids,https://www.stayzilla.com/stays/sonmony-hotel-69550?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",69550,Sonmony Hotel,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Hotel Aakash Ganga,www.stayzilla.com,,"All taxes.|Complimentary Wi-Fi.|Kindly Note:-|Hotel Doesnt have restaurant in the premises.|Above tariff is not applicable during festival time,Long weekends and Govt. holidays.",83cd2cd2ef9c4e341c72d750f9bc7725,0,0,0
